gene,number_of_tissues
ENSMUSG00000027876,11
ENSMUSG00000027878,90
ENSMUSG00000027879,91
ENSMUSG00000027881,91
ENSMUSG00000027882,78
ENSMUSG00000027883,89
ENSMUSG00000027884,91
ENSMUSG00000027886,21
ENSMUSG00000027887,33
ENSMUSG00000027889,91
ENSMUSG00000027890,86
ENSMUSG00000027893,91
ENSMUSG00000027894,51
ENSMUSG00000027895,24
ENSMUSG00000027896,50
ENSMUSG00000027900,91
ENSMUSG00000027901,57
ENSMUSG00000027902,0
ENSMUSG00000027905,91
ENSMUSG00000027908,4
ENSMUSG00000027912,7
ENSMUSG00000027913,17
ENSMUSG00000027919,8
ENSMUSG00000027923,9
ENSMUSG00000027925,4
ENSMUSG00000027927,2
ENSMUSG00000027931,57
ENSMUSG00000027932,57
ENSMUSG00000027933,91
ENSMUSG00000027935,81
ENSMUSG00000027936,91
ENSMUSG00000027937,91
ENSMUSG00000027938,23
ENSMUSG00000027939,1
ENSMUSG00000027940,91
ENSMUSG00000027942,56
ENSMUSG00000027944,91
ENSMUSG00000027947,77
ENSMUSG00000027950,28
ENSMUSG00000027951,91
ENSMUSG00000027952,91
ENSMUSG00000027953,91
ENSMUSG00000027954,77
ENSMUSG00000027955,69
ENSMUSG00000027956,64
ENSMUSG00000027957,91
ENSMUSG00000027959,89
ENSMUSG00000027961,29
ENSMUSG00000027962,85
ENSMUSG00000027963,90
ENSMUSG00000027965,22
ENSMUSG00000027966,59
ENSMUSG00000027967,10
ENSMUSG00000027968,91
ENSMUSG00000027971,23
ENSMUSG00000027973,1
ENSMUSG00000027977,41
ENSMUSG00000027978,54
ENSMUSG00000027981,91
ENSMUSG00000027983,81
ENSMUSG00000027984,91
ENSMUSG00000027985,64
ENSMUSG00000027993,85
ENSMUSG00000027994,63
ENSMUSG00000027995,54
ENSMUSG00000027996,57
ENSMUSG00000027997,89
ENSMUSG00000027998,91
ENSMUSG00000027999,90
ENSMUSG00000028001,28
ENSMUSG00000028003,34
ENSMUSG00000028004,8
ENSMUSG00000028005,69
ENSMUSG00000028007,83
ENSMUSG00000028009,1
ENSMUSG00000028010,91
ENSMUSG00000028011,13
ENSMUSG00000028012,1
ENSMUSG00000028013,91
ENSMUSG00000028015,90
ENSMUSG00000028016,90
ENSMUSG00000028017,59
ENSMUSG00000028018,91
ENSMUSG00000028019,80
ENSMUSG00000028020,46
ENSMUSG00000028023,33
ENSMUSG00000028024,52
ENSMUSG00000028028,72
ENSMUSG00000028029,91
ENSMUSG00000028030,91
ENSMUSG00000028031,45
ENSMUSG00000028032,91
ENSMUSG00000028033,19
ENSMUSG00000028034,91
ENSMUSG00000028035,91
ENSMUSG00000028036,25
ENSMUSG00000028037,51
ENSMUSG00000028039,42
ENSMUSG00000028040,66
ENSMUSG00000028041,91
ENSMUSG00000028042,83
ENSMUSG00000028044,85
ENSMUSG00000028047,67
ENSMUSG00000028048,91
ENSMUSG00000028049,91
ENSMUSG00000028051,37
ENSMUSG00000028053,76
ENSMUSG00000028057,91
ENSMUSG00000028059,90
ENSMUSG00000028060,91
ENSMUSG00000028062,91
ENSMUSG00000028063,90
ENSMUSG00000028064,77
ENSMUSG00000028066,91
ENSMUSG00000028068,59
ENSMUSG00000028069,88
ENSMUSG00000028070,91
ENSMUSG00000028071,26
ENSMUSG00000028072,10
ENSMUSG00000028073,84
ENSMUSG00000028076,76
ENSMUSG00000028078,73
ENSMUSG00000028080,90
ENSMUSG00000028086,49
ENSMUSG00000028088,64
ENSMUSG00000028089,90
ENSMUSG00000028093,90
ENSMUSG00000028096,91
ENSMUSG00000028098,91
ENSMUSG00000028099,91
ENSMUSG00000028100,60
ENSMUSG00000028101,91
ENSMUSG00000028102,91
ENSMUSG00000028104,91
ENSMUSG00000028106,91
ENSMUSG00000028107,91
ENSMUSG00000028108,85
ENSMUSG00000028109,3
ENSMUSG00000028111,58
ENSMUSG00000028114,91
ENSMUSG00000028115,20
ENSMUSG00000028116,25
ENSMUSG00000028121,89
ENSMUSG00000028124,91
ENSMUSG00000028125,7
ENSMUSG00000028126,91
ENSMUSG00000028127,91
ENSMUSG00000028128,82
ENSMUSG00000028132,68
ENSMUSG00000028133,78
ENSMUSG00000028134,91
ENSMUSG00000028136,91
ENSMUSG00000028137,33
ENSMUSG00000028138,91
ENSMUSG00000028140,91
ENSMUSG00000028141,2
ENSMUSG00000028145,89
ENSMUSG00000028148,12
ENSMUSG00000028149,91
ENSMUSG00000028150,64
ENSMUSG00000028152,90
ENSMUSG00000028156,2
ENSMUSG00000028158,90
ENSMUSG00000028159,83
ENSMUSG00000028161,91
ENSMUSG00000028163,91
ENSMUSG00000028164,89
ENSMUSG00000028165,91
ENSMUSG00000028167,39
ENSMUSG00000028172,22
ENSMUSG00000028173,91
ENSMUSG00000028174,7
ENSMUSG00000028175,31
ENSMUSG00000028176,39
ENSMUSG00000028179,76
ENSMUSG00000028180,91
ENSMUSG00000028182,50
ENSMUSG00000028184,84
ENSMUSG00000028185,8
ENSMUSG00000028186,7
ENSMUSG00000028187,91
ENSMUSG00000028188,26
ENSMUSG00000028189,91
ENSMUSG00000028191,91
ENSMUSG00000028194,77
ENSMUSG00000028195,81
ENSMUSG00000028197,45
ENSMUSG00000028199,81
ENSMUSG00000028207,90
ENSMUSG00000028211,91
ENSMUSG00000028212,72
ENSMUSG00000028214,80
ENSMUSG00000028217,19
ENSMUSG00000028218,91
ENSMUSG00000028221,91
ENSMUSG00000028222,32
ENSMUSG00000028223,91
ENSMUSG00000028224,91
ENSMUSG00000028226,53
ENSMUSG00000028228,91
ENSMUSG00000028232,91
ENSMUSG00000028233,91
ENSMUSG00000028234,91
ENSMUSG00000028236,9
ENSMUSG00000028238,34
ENSMUSG00000028240,5
ENSMUSG00000028243,90
ENSMUSG00000028245,91
ENSMUSG00000028247,89
ENSMUSG00000028248,91
ENSMUSG00000028249,91
ENSMUSG00000028252,91
ENSMUSG00000028255,18
ENSMUSG00000028256,91
ENSMUSG00000028259,1
ENSMUSG00000028261,90
ENSMUSG00000028264,1
ENSMUSG00000028266,91
ENSMUSG00000028268,75
ENSMUSG00000028270,77
ENSMUSG00000028271,91
ENSMUSG00000028273,91
ENSMUSG00000028274,91
ENSMUSG00000028277,91
ENSMUSG00000028278,84
ENSMUSG00000028280,1
ENSMUSG00000028282,89
ENSMUSG00000028284,91
ENSMUSG00000028287,2
ENSMUSG00000028289,73
ENSMUSG00000028291,91
ENSMUSG00000028292,90
ENSMUSG00000028293,91
ENSMUSG00000028294,14
ENSMUSG00000028298,4
ENSMUSG00000028300,90
ENSMUSG00000028307,35
ENSMUSG00000028309,91
ENSMUSG00000028310,2
ENSMUSG00000028312,90
ENSMUSG00000028314,1
ENSMUSG00000028318,90
ENSMUSG00000028322,91
ENSMUSG00000028327,18
ENSMUSG00000028328,62
ENSMUSG00000028329,91
ENSMUSG00000028330,91
ENSMUSG00000028331,91
ENSMUSG00000028332,24
ENSMUSG00000028333,91
ENSMUSG00000028334,91
ENSMUSG00000028337,76
ENSMUSG00000028339,62
ENSMUSG00000028341,76
ENSMUSG00000028343,91
ENSMUSG00000028344,91
ENSMUSG00000028345,91
ENSMUSG00000028347,71
ENSMUSG00000028348,19
ENSMUSG00000028354,41
ENSMUSG00000028356,25
ENSMUSG00000028357,13
ENSMUSG00000028358,61
ENSMUSG00000028359,12
ENSMUSG00000028360,25
ENSMUSG00000028362,11
ENSMUSG00000028364,71
ENSMUSG00000028367,91
ENSMUSG00000028369,56
ENSMUSG00000028370,6
ENSMUSG00000028373,64
ENSMUSG00000028378,73
ENSMUSG00000028381,91
ENSMUSG00000028383,91
ENSMUSG00000028385,89
ENSMUSG00000028386,11
ENSMUSG00000028389,71
ENSMUSG00000028391,57
ENSMUSG00000028392,43
ENSMUSG00000028393,90
ENSMUSG00000028394,91
ENSMUSG00000028396,10
ENSMUSG00000028397,91
ENSMUSG00000028399,75
ENSMUSG00000028402,73
ENSMUSG00000028403,91
ENSMUSG00000028405,91
ENSMUSG00000028407,91
ENSMUSG00000028409,91
ENSMUSG00000028410,90
ENSMUSG00000028411,91
ENSMUSG00000028412,91
ENSMUSG00000028413,91
ENSMUSG00000028414,88
ENSMUSG00000028415,22
ENSMUSG00000028416,91
ENSMUSG00000028417,3
ENSMUSG00000028419,91
ENSMUSG00000028420,90
ENSMUSG00000028423,91
ENSMUSG00000028426,91
ENSMUSG00000028427,34
ENSMUSG00000028430,91
ENSMUSG00000028431,91
ENSMUSG00000028433,91
ENSMUSG00000028434,71
ENSMUSG00000028435,37
ENSMUSG00000028436,91
ENSMUSG00000028437,91
ENSMUSG00000028438,72
ENSMUSG00000028441,28
ENSMUSG00000028443,91
ENSMUSG00000028445,65
ENSMUSG00000028447,91
ENSMUSG00000028451,1
ENSMUSG00000028452,91
ENSMUSG00000028453,91
ENSMUSG00000028454,91
ENSMUSG00000028455,91
ENSMUSG00000028456,75
ENSMUSG00000028457,3
ENSMUSG00000028458,91
ENSMUSG00000028459,22
ENSMUSG00000028460,12
ENSMUSG00000028461,91
ENSMUSG00000028463,34
ENSMUSG00000028464,79
ENSMUSG00000028465,91
ENSMUSG00000028466,91
ENSMUSG00000028467,91
ENSMUSG00000028468,91
ENSMUSG00000028469,1
ENSMUSG00000028470,91
ENSMUSG00000028476,74
ENSMUSG00000028478,91
ENSMUSG00000028479,91
ENSMUSG00000028480,90
ENSMUSG00000028483,91
ENSMUSG00000028484,91
ENSMUSG00000028487,46
ENSMUSG00000028488,58
ENSMUSG00000028492,1
ENSMUSG00000028494,91
ENSMUSG00000028496,89
ENSMUSG00000028497,73
ENSMUSG00000028514,91
ENSMUSG00000028517,84
ENSMUSG00000028518,75
ENSMUSG00000028519,56
ENSMUSG00000028520,2
ENSMUSG00000028521,91
ENSMUSG00000028522,91
ENSMUSG00000028523,2
ENSMUSG00000028524,60
ENSMUSG00000028525,88
ENSMUSG00000028527,66
ENSMUSG00000028528,61
ENSMUSG00000028530,91
ENSMUSG00000028532,78
ENSMUSG00000028533,1
ENSMUSG00000028536,41
ENSMUSG00000028538,90
ENSMUSG00000028539,16
ENSMUSG00000028540,91
ENSMUSG00000028541,67
ENSMUSG00000028542,80
ENSMUSG00000028544,19
ENSMUSG00000028545,74
ENSMUSG00000028546,41
ENSMUSG00000028549,88
ENSMUSG00000028550,91
ENSMUSG00000028551,83
ENSMUSG00000028552,91
ENSMUSG00000028553,7
ENSMUSG00000028555,62
ENSMUSG00000028556,85
ENSMUSG00000028557,91
ENSMUSG00000028559,91
ENSMUSG00000028560,91
ENSMUSG00000028563,91
ENSMUSG00000028565,91
ENSMUSG00000028567,91
ENSMUSG00000028568,91
ENSMUSG00000028571,6
ENSMUSG00000028572,79
ENSMUSG00000028573,77
ENSMUSG00000028576,85
ENSMUSG00000028577,91
ENSMUSG00000028580,91
ENSMUSG00000028581,81
ENSMUSG00000028582,91
ENSMUSG00000028583,76
ENSMUSG00000028584,10
ENSMUSG00000028587,60
ENSMUSG00000028589,2
ENSMUSG00000028591,5
ENSMUSG00000028593,1
ENSMUSG00000028597,76
ENSMUSG00000028599,90
ENSMUSG00000028600,54
ENSMUSG00000028601,80
ENSMUSG00000028602,4
ENSMUSG00000028603,91
ENSMUSG00000028607,91
ENSMUSG00000028608,91
ENSMUSG00000028609,91
ENSMUSG00000028610,22
ENSMUSG00000028613,70
ENSMUSG00000028617,90
ENSMUSG00000028618,91
ENSMUSG00000028621,86
ENSMUSG00000028622,91
ENSMUSG00000028626,49
ENSMUSG00000028630,91
ENSMUSG00000028631,5
ENSMUSG00000028633,90
ENSMUSG00000028634,84
ENSMUSG00000028635,21
ENSMUSG00000028636,88
ENSMUSG00000028637,64
ENSMUSG00000028639,91
ENSMUSG00000028640,23
ENSMUSG00000028641,84
ENSMUSG00000028642,1
ENSMUSG00000028643,91
ENSMUSG00000028644,17
ENSMUSG00000028645,91
ENSMUSG00000028646,91
ENSMUSG00000028647,91
ENSMUSG00000028649,91
ENSMUSG00000028651,90
ENSMUSG00000028653,91
ENSMUSG00000028655,73
ENSMUSG00000028656,91
ENSMUSG00000028657,91
ENSMUSG00000028661,21
ENSMUSG00000028664,75
ENSMUSG00000028668,91
ENSMUSG00000028670,91
ENSMUSG00000028671,90
ENSMUSG00000028672,91
ENSMUSG00000028673,91
ENSMUSG00000028675,91
ENSMUSG00000028676,91
ENSMUSG00000028677,91
ENSMUSG00000028678,69
ENSMUSG00000028680,91
ENSMUSG00000028681,37
ENSMUSG00000028683,86
ENSMUSG00000028684,91
ENSMUSG00000028687,61
ENSMUSG00000028688,91
ENSMUSG00000028689,91
ENSMUSG00000028690,89
ENSMUSG00000028691,91
ENSMUSG00000028692,91
ENSMUSG00000028693,91
ENSMUSG00000028696,89
ENSMUSG00000028698,82
ENSMUSG00000028699,33
ENSMUSG00000028700,91
ENSMUSG00000028702,61
ENSMUSG00000028703,91
ENSMUSG00000028706,91
ENSMUSG00000028707,3
ENSMUSG00000028708,91
ENSMUSG00000028709,90
ENSMUSG00000028710,91
ENSMUSG00000028712,6
ENSMUSG00000028713,46
ENSMUSG00000028715,9
ENSMUSG00000028716,69
ENSMUSG00000028717,49
ENSMUSG00000028718,63
ENSMUSG00000028719,91
ENSMUSG00000028729,91
ENSMUSG00000028730,20
ENSMUSG00000028736,8
ENSMUSG00000028737,91
ENSMUSG00000028743,90
ENSMUSG00000028744,89
ENSMUSG00000028745,91
ENSMUSG00000028747,9
ENSMUSG00000028749,17
ENSMUSG00000028750,3
ENSMUSG00000028751,7
ENSMUSG00000028753,1
ENSMUSG00000028755,70
ENSMUSG00000028756,91
ENSMUSG00000028757,91
ENSMUSG00000028758,25
ENSMUSG00000028759,91
ENSMUSG00000028760,91
ENSMUSG00000028763,81
ENSMUSG00000028766,69
ENSMUSG00000028771,91
ENSMUSG00000028772,91
ENSMUSG00000028773,57
ENSMUSG00000028776,77
ENSMUSG00000028778,7
ENSMUSG00000028779,91
ENSMUSG00000028780,76
ENSMUSG00000028782,52
ENSMUSG00000028785,36
ENSMUSG00000028786,29
ENSMUSG00000028788,91
ENSMUSG00000028789,81
ENSMUSG00000028790,91
ENSMUSG00000028792,91
ENSMUSG00000028793,91
ENSMUSG00000028795,88
ENSMUSG00000028796,91
ENSMUSG00000028798,91
ENSMUSG00000028799,90
ENSMUSG00000028800,90
ENSMUSG00000028803,88
ENSMUSG00000028807,84
ENSMUSG00000028809,91
ENSMUSG00000028811,91
ENSMUSG00000028820,91
ENSMUSG00000028821,91
ENSMUSG00000028822,91
ENSMUSG00000028825,22
ENSMUSG00000028826,91
ENSMUSG00000028830,91
ENSMUSG00000028832,91
ENSMUSG00000028833,91
ENSMUSG00000028836,21
ENSMUSG00000028837,91
ENSMUSG00000028838,40
ENSMUSG00000028840,90
ENSMUSG00000028841,39
ENSMUSG00000028843,91
ENSMUSG00000028845,6
ENSMUSG00000028847,91
ENSMUSG00000028848,91
ENSMUSG00000028850,90
ENSMUSG00000028851,91
ENSMUSG00000028854,91
ENSMUSG00000028857,91
ENSMUSG00000028859,25
ENSMUSG00000028861,91
ENSMUSG00000028862,59
ENSMUSG00000028863,91
ENSMUSG00000028864,66
ENSMUSG00000028865,24
ENSMUSG00000028868,91
ENSMUSG00000028869,91
ENSMUSG00000028871,42
ENSMUSG00000028873,83
ENSMUSG00000028874,35
ENSMUSG00000028876,19
ENSMUSG00000028878,91
ENSMUSG00000028879,91
ENSMUSG00000028882,90
ENSMUSG00000028883,62
ENSMUSG00000028884,91
ENSMUSG00000028885,60
ENSMUSG00000028886,91
ENSMUSG00000028889,91
ENSMUSG00000028890,91
ENSMUSG00000028893,91
ENSMUSG00000028894,91
ENSMUSG00000028896,91
ENSMUSG00000028898,91
ENSMUSG00000028899,91
ENSMUSG00000028901,91
ENSMUSG00000028902,91
ENSMUSG00000028906,90
ENSMUSG00000028907,91
ENSMUSG00000028909,61
ENSMUSG00000028910,91
ENSMUSG00000028911,91
ENSMUSG00000028914,91
ENSMUSG00000028917,91
ENSMUSG00000028919,74
ENSMUSG00000028920,91
ENSMUSG00000028923,91
ENSMUSG00000028926,79
ENSMUSG00000028927,72
ENSMUSG00000028931,80
ENSMUSG00000028932,4
ENSMUSG00000028933,88
ENSMUSG00000028937,85
ENSMUSG00000028938,2
ENSMUSG00000028940,6
ENSMUSG00000028943,55
ENSMUSG00000028944,91
ENSMUSG00000028945,91
ENSMUSG00000028946,1
ENSMUSG00000028948,91
ENSMUSG00000028949,74
ENSMUSG00000028952,91
ENSMUSG00000028953,91
ENSMUSG00000028954,91
ENSMUSG00000028955,91
ENSMUSG00000028957,91
ENSMUSG00000028958,91
ENSMUSG00000028959,91
ENSMUSG00000028960,91
ENSMUSG00000028961,91
ENSMUSG00000028962,91
ENSMUSG00000028963,5
ENSMUSG00000028964,91
ENSMUSG00000028965,41
ENSMUSG00000028967,91
ENSMUSG00000028969,91
ENSMUSG00000028970,72
ENSMUSG00000028971,8
ENSMUSG00000028972,10
ENSMUSG00000028973,91
ENSMUSG00000028974,91
ENSMUSG00000028975,91
ENSMUSG00000028976,11
ENSMUSG00000028977,70
ENSMUSG00000028978,59
ENSMUSG00000028979,6
ENSMUSG00000028980,91
ENSMUSG00000028982,90
ENSMUSG00000028986,91
ENSMUSG00000028988,89
ENSMUSG00000028989,19
ENSMUSG00000028990,91
ENSMUSG00000028991,91
ENSMUSG00000028992,91
ENSMUSG00000028995,91
ENSMUSG00000028996,25
ENSMUSG00000028998,91
ENSMUSG00000028999,91
ENSMUSG00000029001,79
ENSMUSG00000029003,91
ENSMUSG00000029007,91
ENSMUSG00000029009,91
ENSMUSG00000029012,91
ENSMUSG00000029014,91
ENSMUSG00000029015,2
ENSMUSG00000029016,85
ENSMUSG00000029017,91
ENSMUSG00000029019,7
ENSMUSG00000029020,91
ENSMUSG00000029022,91
ENSMUSG00000029026,1
ENSMUSG00000029027,90
ENSMUSG00000029028,91
ENSMUSG00000029030,91
ENSMUSG00000029032,44
ENSMUSG00000029033,91
ENSMUSG00000029034,91
ENSMUSG00000029036,90
ENSMUSG00000029038,91
ENSMUSG00000029044,1
ENSMUSG00000029047,90
ENSMUSG00000029048,91
ENSMUSG00000029049,81
ENSMUSG00000029050,90
ENSMUSG00000029053,78
ENSMUSG00000029054,12
ENSMUSG00000029055,49
ENSMUSG00000029056,90
ENSMUSG00000029060,91
ENSMUSG00000029061,65
ENSMUSG00000029062,91
ENSMUSG00000029063,91
ENSMUSG00000029064,91
ENSMUSG00000029066,91
ENSMUSG00000029068,91
ENSMUSG00000029070,74
ENSMUSG00000029071,91
ENSMUSG00000029073,91
ENSMUSG00000029074,6
ENSMUSG00000029075,15
ENSMUSG00000029076,91
ENSMUSG00000029082,44
ENSMUSG00000029084,80
ENSMUSG00000029086,71
ENSMUSG00000029088,33
ENSMUSG00000029089,91
ENSMUSG00000029090,82
ENSMUSG00000029093,80
ENSMUSG00000029094,88
ENSMUSG00000029095,72
ENSMUSG00000029096,75
ENSMUSG00000029098,91
ENSMUSG00000029101,82
ENSMUSG00000029102,28
ENSMUSG00000029103,91
ENSMUSG00000029104,91
ENSMUSG00000029106,91
ENSMUSG00000029108,75
ENSMUSG00000029110,91
ENSMUSG00000029119,91
ENSMUSG00000029120,43
ENSMUSG00000029121,52
ENSMUSG00000029122,70
ENSMUSG00000029123,29
ENSMUSG00000029125,91
ENSMUSG00000029126,70
ENSMUSG00000029127,90
ENSMUSG00000029128,90
ENSMUSG00000029130,63
ENSMUSG00000029131,91
ENSMUSG00000029134,25
ENSMUSG00000029135,86
ENSMUSG00000029136,84
ENSMUSG00000029138,1
ENSMUSG00000029141,91
ENSMUSG00000029142,91
ENSMUSG00000029144,91
ENSMUSG00000029145,91
ENSMUSG00000029146,91
ENSMUSG00000029147,91
ENSMUSG00000029148,91
ENSMUSG00000029149,48
ENSMUSG00000029151,27
ENSMUSG00000029152,91
ENSMUSG00000029153,74
ENSMUSG00000029154,20
ENSMUSG00000029155,7
ENSMUSG00000029156,86
ENSMUSG00000029158,8
ENSMUSG00000029161,68
ENSMUSG00000029162,80
ENSMUSG00000029163,79
ENSMUSG00000029165,91
ENSMUSG00000029166,88
ENSMUSG00000029167,74
ENSMUSG00000029168,54
ENSMUSG00000029169,91
ENSMUSG00000029171,91
ENSMUSG00000029173,91
ENSMUSG00000029174,78
ENSMUSG00000029176,91
ENSMUSG00000029177,84
ENSMUSG00000029178,91
ENSMUSG00000029179,91
ENSMUSG00000029182,20
ENSMUSG00000029185,83
ENSMUSG00000029186,86
ENSMUSG00000029188,35
ENSMUSG00000029189,59
ENSMUSG00000029190,77
ENSMUSG00000029191,91
ENSMUSG00000029192,91
ENSMUSG00000029193,13
ENSMUSG00000029195,16
ENSMUSG00000029196,90
ENSMUSG00000029198,91
ENSMUSG00000029199,91
ENSMUSG00000029201,91
ENSMUSG00000029202,91
ENSMUSG00000029203,91
ENSMUSG00000029204,38
ENSMUSG00000029205,5
ENSMUSG00000029206,31
ENSMUSG00000029207,85
ENSMUSG00000029208,91
ENSMUSG00000029209,91
ENSMUSG00000029211,31
ENSMUSG00000029212,29
ENSMUSG00000029213,91
ENSMUSG00000029217,85
ENSMUSG00000029219,24
ENSMUSG00000029221,91
ENSMUSG00000029223,75
ENSMUSG00000029227,91
ENSMUSG00000029228,64
ENSMUSG00000029229,91
ENSMUSG00000029231,69
ENSMUSG00000029233,91
ENSMUSG00000029234,91
ENSMUSG00000029235,3
ENSMUSG00000029236,10
ENSMUSG00000029238,90
ENSMUSG00000029245,35
ENSMUSG00000029246,91
ENSMUSG00000029247,90
ENSMUSG00000029248,2
ENSMUSG00000029249,91
ENSMUSG00000029250,91
ENSMUSG00000029253,91
ENSMUSG00000029254,44
ENSMUSG00000029255,1
ENSMUSG00000029260,22
ENSMUSG00000029263,89
ENSMUSG00000029265,91
ENSMUSG00000029267,90
ENSMUSG00000029268,0
ENSMUSG00000029269,16
ENSMUSG00000029270,90
ENSMUSG00000029272,14
ENSMUSG00000029273,25
ENSMUSG00000029275,15
ENSMUSG00000029276,85
ENSMUSG00000029279,68
ENSMUSG00000029280,1
ENSMUSG00000029283,86
ENSMUSG00000029287,80
ENSMUSG00000029288,2
ENSMUSG00000029290,91
ENSMUSG00000029291,91
ENSMUSG00000029299,46
ENSMUSG00000029304,80
ENSMUSG00000029306,11
ENSMUSG00000029307,11
ENSMUSG00000029309,74
ENSMUSG00000029310,91
ENSMUSG00000029311,91
ENSMUSG00000029312,81
ENSMUSG00000029313,91
ENSMUSG00000029314,64
ENSMUSG00000029319,91
ENSMUSG00000029320,2
ENSMUSG00000029321,32
ENSMUSG00000029322,63
ENSMUSG00000029326,91
ENSMUSG00000029330,73
ENSMUSG00000029333,85
ENSMUSG00000029334,50
ENSMUSG00000029335,63
ENSMUSG00000029337,6
ENSMUSG00000029338,85
ENSMUSG00000029343,8
ENSMUSG00000029344,91
ENSMUSG00000029345,91
ENSMUSG00000029346,91
ENSMUSG00000029352,3
ENSMUSG00000029359,58
ENSMUSG00000029361,41
ENSMUSG00000029363,91
ENSMUSG00000029364,91
ENSMUSG00000029366,91
ENSMUSG00000029368,43
ENSMUSG00000029369,12
ENSMUSG00000029370,52
ENSMUSG00000029371,22
ENSMUSG00000029372,54
ENSMUSG00000029373,73
ENSMUSG00000029375,7
ENSMUSG00000029376,91
ENSMUSG00000029377,31
ENSMUSG00000029378,31
ENSMUSG00000029379,14
ENSMUSG00000029380,35
ENSMUSG00000029381,77
ENSMUSG00000029384,1
ENSMUSG00000029385,91
ENSMUSG00000029386,78
ENSMUSG00000029387,91
ENSMUSG00000029388,91
ENSMUSG00000029389,91
ENSMUSG00000029392,73
ENSMUSG00000029394,83
ENSMUSG00000029397,91
ENSMUSG00000029401,91
ENSMUSG00000029402,91
ENSMUSG00000029403,75
ENSMUSG00000029404,91
ENSMUSG00000029405,91
ENSMUSG00000029406,86
ENSMUSG00000029407,91
ENSMUSG00000029408,79
ENSMUSG00000029409,2
ENSMUSG00000029410,1
ENSMUSG00000029413,91
ENSMUSG00000029414,51
ENSMUSG00000029415,91
ENSMUSG00000029416,91
ENSMUSG00000029417,33
ENSMUSG00000029420,26
ENSMUSG00000029422,91
ENSMUSG00000029423,1
ENSMUSG00000029426,91
ENSMUSG00000029427,91
ENSMUSG00000029428,87
ENSMUSG00000029430,89
ENSMUSG00000029432,91
ENSMUSG00000029433,91
ENSMUSG00000029434,91
ENSMUSG00000029436,65
ENSMUSG00000029437,1
ENSMUSG00000029438,90
ENSMUSG00000029439,91
ENSMUSG00000029440,91
ENSMUSG00000029442,17
ENSMUSG00000029445,22
ENSMUSG00000029446,90
ENSMUSG00000029447,91
ENSMUSG00000029449,78
ENSMUSG00000029452,90
ENSMUSG00000029454,87
ENSMUSG00000029455,91
ENSMUSG00000029456,85
ENSMUSG00000029458,91
ENSMUSG00000029461,91
ENSMUSG00000029462,91
ENSMUSG00000029464,91
ENSMUSG00000029465,91
ENSMUSG00000029466,91
ENSMUSG00000029467,91
ENSMUSG00000029468,82
ENSMUSG00000029469,84
ENSMUSG00000029470,91
ENSMUSG00000029471,87
ENSMUSG00000029472,91
ENSMUSG00000029474,91
ENSMUSG00000029475,91
ENSMUSG00000029478,91
ENSMUSG00000029480,91
ENSMUSG00000029482,91
ENSMUSG00000029484,83
ENSMUSG00000029486,91
ENSMUSG00000029490,33
ENSMUSG00000029491,1
ENSMUSG00000029499,68
ENSMUSG00000029500,91
ENSMUSG00000029501,91
ENSMUSG00000029502,91
ENSMUSG00000029503,37
ENSMUSG00000029504,91
ENSMUSG00000029505,91
ENSMUSG00000029507,90
ENSMUSG00000029510,81
ENSMUSG00000029512,91
ENSMUSG00000029513,91
ENSMUSG00000029516,69
ENSMUSG00000029517,1
ENSMUSG00000029518,91
ENSMUSG00000029521,87
ENSMUSG00000029522,15
ENSMUSG00000029524,89
ENSMUSG00000029526,1
ENSMUSG00000029528,91
ENSMUSG00000029530,19
ENSMUSG00000029534,91
ENSMUSG00000029535,91
ENSMUSG00000029536,90
ENSMUSG00000029538,91
ENSMUSG00000029541,8
ENSMUSG00000029544,24
ENSMUSG00000029545,91
ENSMUSG00000029546,12
ENSMUSG00000029547,91
ENSMUSG00000029550,91
ENSMUSG00000029551,91
ENSMUSG00000029552,90
ENSMUSG00000029553,20
ENSMUSG00000029554,91
ENSMUSG00000029556,17
ENSMUSG00000029557,73
ENSMUSG00000029559,91
ENSMUSG00000029560,88
ENSMUSG00000029561,82
ENSMUSG00000029563,66
ENSMUSG00000029564,1
ENSMUSG00000029569,91
ENSMUSG00000029570,89
ENSMUSG00000029571,91
ENSMUSG00000029575,91
ENSMUSG00000029576,54
ENSMUSG00000029577,91
ENSMUSG00000029578,91
ENSMUSG00000029580,91
ENSMUSG00000029581,82
ENSMUSG00000029586,1
ENSMUSG00000029587,90
ENSMUSG00000029591,83
ENSMUSG00000029592,91
ENSMUSG00000029594,89
ENSMUSG00000029595,13
ENSMUSG00000029596,70
ENSMUSG00000029597,7
ENSMUSG00000029598,91
ENSMUSG00000029599,91
ENSMUSG00000029600,85
ENSMUSG00000029601,15
ENSMUSG00000029602,42
ENSMUSG00000029603,69
ENSMUSG00000029605,60
ENSMUSG00000029607,1
ENSMUSG00000029608,24
ENSMUSG00000029610,91
ENSMUSG00000029613,91
ENSMUSG00000029616,91
ENSMUSG00000029617,91
ENSMUSG00000029618,11
ENSMUSG00000029621,91
ENSMUSG00000029622,91
ENSMUSG00000029623,91
ENSMUSG00000029624,91
ENSMUSG00000029625,90
ENSMUSG00000029627,90
ENSMUSG00000029629,91
ENSMUSG00000029630,5
ENSMUSG00000029632,91
ENSMUSG00000029634,91
ENSMUSG00000029635,91
ENSMUSG00000029636,58
ENSMUSG00000029638,91
ENSMUSG00000029640,91
